NUM,UC,UEUCW_EMP,UEUCW_ALY,UEXUCW_EMP,UEXUCW_ALY, Effort,Effort_ALY,CCSS_EMP,CCSS_ALY, EI_EMP,EI_ALY,EO_EMP,EO_ALY,EQ,EQ_ALY,FN,FN_ALY,DM, DM_ALY,INT,INT_ALY,CTRL,CTRL_ALY,EXTIVK,EXTIVK_ALY,EXTCLL,EXTCLL_ALY,NT,NT_ALY
1,Login,undefined,15,undefined,11,undefined,0,NaN,0,1,1,0,0,0,0,undefined,0,1,1,2,3,3,5,0,1,0,0,3,5
2,View Dashboard Page,undefined,15,undefined,4,undefined,0,NaN,0,1,1,0,0,0,0,undefined,0,1,1,1,1,2,2,0,0,0,0,2,2
3,Edit Consumer Profile,undefined,15,undefined,4,undefined,0,NaN,0,1,1,0,0,0,0,undefined,0,1,1,1,1,2,2,0,0,0,0,2,2
4,Share Prices,undefined,15,undefined,7,undefined,0,NaN,0,1,1,0,0,0,0,undefined,0,1,1,2,2,3,3,0,0,0,0,3,3
5,Share Price through OCR capture,undefined,15,undefined,7,undefined,0,NaN,0,1,1,0,0,0,0,undefined,0,1,1,2,2,3,3,0,0,0,0,3,3
6,Search Provider,undefined,15,undefined,7,undefined,0,NaN,0,0,1,0,0,1,0,undefined,0,1,1,2,2,3,3,0,0,0,0,3,3
7,Follow/unfollow a provider,undefined,15,undefined,11,undefined,0,NaN,0,1,2,0,0,1,0,undefined,0,2,2,3,3,5,5,0,0,0,0,5,5
8,Rate a provider,undefined,15,undefined,8,undefined,0,NaN,0,1,2,0,0,1,0,undefined,0,2,2,2,2,4,4,0,0,0,0,4,4
9,Add New Provider,undefined,15,undefined,7,undefined,0,NaN,0,1,1,0,0,0,0,undefined,0,1,1,2,2,3,3,0,0,0,0,3,3
10,Maintain the system,undefined,15,undefined,8,undefined,0,NaN,0,0,2,1,0,1,0,undefined,0,2,2,2,2,4,4,0,0,0,0,4,4
11,Login/Logout,undefined,15,undefined,8,undefined,0,NaN,0,1,2,0,0,1,0,undefined,0,2,2,2,2,4,4,0,0,0,0,4,4
12,Forgets password,undefined,15,undefined,8,undefined,0,NaN,0,1,1,0,0,0,0,undefined,0,1,1,2,2,4,4,1,1,0,0,4,4
13,Add users,undefined,15,undefined,7,undefined,0,NaN,0,1,1,0,0,0,0,undefined,0,1,1,2,2,3,3,0,0,0,0,3,3
14,Delete users,undefined,15,undefined,8,undefined,0,NaN,0,1,2,0,0,1,0,undefined,0,2,2,2,2,4,4,0,0,0,0,4,4
15,Modify user information,undefined,15,undefined,11,undefined,0,NaN,0,1,2,0,0,1,0,undefined,0,2,2,3,3,5,5,0,0,0,0,5,5
16,Manage teams/volunteers/girls,undefined,15,undefined,24,undefined,0,NaN,0,6,9,0,0,3,0,undefined,0,9,9,5,5,14,14,0,0,0,0,14,14
17,Import data from csv,undefined,15,undefined,18,undefined,0,NaN,0,3,3,0,0,0,0,undefined,0,3,3,3,5,10,8,4,0,0,0,10,8
18,Export attendance,undefined,15,undefined,20,undefined,0,NaN,0,1,5,2,0,0,0,undefined,0,3,5,3,5,6,10,0,0,0,0,6,10
19,Monitor attendance,undefined,15,undefined,8,undefined,0,NaN,0,0,2,0,0,2,0,undefined,0,2,2,2,2,4,4,0,0,0,0,4,4
20,Record attendance,undefined,15,undefined,11,undefined,0,NaN,0,1,2,0,0,1,0,undefined,0,2,2,3,3,5,5,0,0,0,0,5,5
21,Add course,undefined,15,undefined,7,undefined,0,NaN,0,1,1,0,0,0,0,undefined,0,1,1,2,2,3,3,0,0,0,0,3,3
22,Delete course,undefined,15,undefined,8,undefined,0,NaN,0,1,1,0,0,0,0,undefined,0,1,1,2,2,4,4,1,1,0,0,4,4
23,Modify course,undefined,15,undefined,7,undefined,0,NaN,0,1,1,0,0,0,0,undefined,0,1,1,2,2,3,3,0,0,0,0,3,3
24,Verify new course,undefined,15,undefined,9,undefined,0,NaN,0,1,2,0,0,1,0,undefined,0,2,2,2,2,5,5,1,1,0,0,5,5
25,Request new course,undefined,15,undefined,7,undefined,0,NaN,0,1,1,0,0,0,0,undefined,0,1,1,2,2,3,3,0,0,0,0,3,3
26,Update schedule,undefined,15,undefined,11,undefined,0,NaN,0,1,2,0,0,1,0,undefined,0,2,2,3,3,5,5,0,0,0,0,5,5
27,Login,undefined,15,undefined,11,undefined,0,NaN,0,1,2,0,0,1,0,undefined,0,2,2,3,3,5,5,0,0,0,0,5,5
28,Logout,undefined,15,undefined,4,undefined,0,NaN,0,1,1,0,0,0,0,undefined,0,1,1,1,1,2,2,0,0,0,0,2,2
29,Setup account,undefined,15,undefined,7,undefined,0,NaN,0,1,1,0,0,0,0,undefined,0,1,1,2,2,3,3,0,0,0,0,3,3
30,Share course,undefined,15,undefined,11,undefined,0,NaN,0,1,2,0,0,2,0,undefined,0,3,2,3,3,6,5,0,0,0,0,6,5
31,Search course,undefined,15,undefined,10,undefined,0,NaN,0,0,1,0,0,1,0,undefined,0,1,1,3,3,4,4,0,0,0,0,4,4
32,Register course,undefined,15,undefined,7,undefined,0,NaN,0,0,0,0,0,0,0,undefined,0,0,0,2,3,7,5,3,2,2,2,7,5
33,Review course,undefined,15,undefined,10,undefined,0,NaN,0,1,1,0,0,0,0,undefined,0,1,1,3,3,4,4,0,0,0,0,4,4
34,Search Business,undefined,15,undefined,14,undefined,0,NaN,0,0,2,0,0,2,0,undefined,0,2,2,4,4,6,6,0,0,0,0,6,6
35,Add a new business,undefined,15,undefined,9,undefined,0,NaN,0,2,3,2,0,0,0,undefined,0,4,3,3,2,7,5,0,0,0,0,7,5
36,Business Owner Registration,undefined,15,undefined,13,undefined,0,NaN,0,2,4,0,0,2,0,undefined,0,4,4,3,3,7,7,0,0,0,0,7,7
37,Business Claim,undefined,15,undefined,14,undefined,0,NaN,0,3,5,0,0,2,0,undefined,0,5,5,3,3,8,8,0,0,0,0,8,8
38,Travel Tipping Guides,undefined,15,undefined,5,undefined,0,NaN,0,1,1,0,0,0,0,undefined,0,1,1,2,1,4,3,1,1,0,0,4,3
39,Use Tip Calculator,undefined,15,undefined,3,undefined,0,NaN,0,0,0,0,0,0,0,undefined,0,0,0,2,1,2,1,0,0,0,0,2,1
40,Submit questions and responses,undefined,15,undefined,24,undefined,0,NaN,0,3,9,1,0,1,0,undefined,0,5,9,3,5,8,14,0,0,0,0,8,14
41,User comments and moderation,undefined,15,undefined,15,undefined,0,NaN,0,2,6,0,0,3,0,undefined,0,5,6,4,3,9,9,0,0,0,0,9,9
42,Online registration,undefined,15,undefined,7,undefined,0,NaN,0,0,0,0,0,0,0,undefined,0,0,0,2,2,3,3,1,1,0,0,3,3
43,Online Feedback Process,undefined,15,undefined,7,undefined,0,NaN,0,0,0,0,0,0,0,undefined,0,0,0,2,2,3,3,1,1,0,0,3,3
44,Onsite user checkin,undefined,15,undefined,6,undefined,0,NaN,0,1,2,0,0,0,0,undefined,0,1,2,1,1,4,4,1,1,1,0,4,4
45,Secure Document Management,undefined,15,undefined,8,undefined,0,NaN,0,1,2,0,0,1,0,undefined,0,2,2,2,2,4,4,0,0,0,0,4,4
46,Secure File Management View Process,undefined,15,undefined,12,undefined,0,NaN,0,0,3,1,0,2,0,undefined,0,3,3,3,3,6,6,0,0,0,0,6,6
47,Report generation,undefined,15,undefined,5,undefined,0,NaN,0,1,2,0,0,1,0,undefined,0,2,2,1,1,3,3,0,0,0,0,3,3
48,Sharing articles to social media,undefined,15,undefined,7,undefined,0,NaN,0,0,1,0,0,1,0,undefined,0,1,1,1,1,5,5,3,3,0,0,5,5
49,Add articles to blog,undefined,15,undefined,4,undefined,0,NaN,0,1,1,0,0,1,0,undefined,0,1,1,1,1,2,2,0,0,0,0,2,2
50,Provide Information,undefined,15,undefined,4,undefined,0,NaN,0,0,1,0,0,1,0,undefined,0,1,1,1,1,2,2,0,0,0,0,2,2
51,Take Scenario Quiz,undefined,15,undefined,9,undefined,0,NaN,0,1,3,1,0,1,0,undefined,0,3,3,3,2,6,5,0,0,0,0,6,5
52,Take Team Scenario Quiz,undefined,15,undefined,4,undefined,0,NaN,0,1,1,1,0,0,0,undefined,0,2,1,2,1,4,2,0,0,0,0,4,2
53,Logout,undefined,15,undefined,4,undefined,0,NaN,0,1,1,0,0,0,0,undefined,0,1,1,1,1,2,2,0,0,0,0,2,2
54,Edit Page on Website,undefined,15,undefined,10,undefined,0,NaN,0,1,1,0,0,0,0,undefined,0,1,1,3,3,4,4,0,0,0,0,4,4
55,Clear submitted answer,undefined,15,undefined,6,undefined,0,NaN,0,1,0,0,0,0,0,undefined,0,1,0,3,2,4,2,0,0,0,0,4,2
56,Login,undefined,15,undefined,10,undefined,0,NaN,0,0,1,0,0,1,0,undefined,0,1,1,3,3,4,4,0,0,0,0,4,4
57,Signup,undefined,15,undefined,36,undefined,0,NaN,0,2,3,0,0,0,0,undefined,0,2,3,11,11,13,14,0,0,0,0,13,14
58,Login,undefined,15,undefined,14,undefined,0,NaN,0,0,2,0,0,2,0,undefined,0,2,2,5,4,7,6,0,0,0,0,7,6
59,Edit Profile,undefined,15,undefined,4,undefined,0,NaN,0,1,1,0,0,0,0,undefined,0,1,1,1,1,2,2,0,0,0,0,2,2
60,Approve Signup,undefined,15,undefined,6,undefined,0,NaN,0,1,3,0,0,2,0,undefined,0,3,3,2,1,5,4,0,0,0,0,5,4
61,Create New Project,undefined,15,undefined,11,undefined,0,NaN,0,1,2,0,0,1,0,undefined,0,2,2,3,3,5,5,0,0,0,0,5,5
62,Accept/Reject Comment,undefined,15,undefined,9,undefined,0,NaN,0,3,6,0,0,3,0,undefined,0,6,6,1,1,7,7,0,0,0,0,7,7
63,View Pending Tasks,undefined,15,undefined,9,undefined,0,NaN,0,2,3,0,0,1,0,undefined,0,3,3,2,2,5,5,0,0,0,0,5,5
64,Change Project,undefined,15,undefined,11,undefined,0,NaN,0,0,2,0,0,2,0,undefined,0,2,2,3,3,5,5,0,0,0,0,5,5
65,Publish Meeting,undefined,15,undefined,10,undefined,0,NaN,0,2,4,0,0,1,0,undefined,0,3,4,2,2,5,6,0,0,0,0,5,6
66,Create meeting,undefined,15,undefined,9,undefined,0,NaN,0,1,3,0,0,2,0,undefined,0,3,3,2,2,5,5,0,0,0,0,5,5
67,Generate log,undefined,15,undefined,9,undefined,0,NaN,0,2,3,0,0,2,0,undefined,0,4,3,2,2,6,5,0,0,0,0,6,5
68,Edit meeting,undefined,15,undefined,8,undefined,0,NaN,0,1,2,0,0,1,0,undefined,0,2,2,2,2,4,4,0,0,0,0,4,4
69,Edit project,undefined,15,undefined,8,undefined,0,NaN,0,1,2,0,0,1,0,undefined,0,2,2,2,2,4,4,0,0,0,0,4,4
70,View meeting,undefined,15,undefined,7,undefined,0,NaN,0,0,1,0,0,1,0,undefined,0,1,1,2,2,3,3,0,0,0,0,3,3
71,View assigned tasks,undefined,15,undefined,7,undefined,0,NaN,0,0,1,0,0,1,0,undefined,0,1,1,2,2,3,3,0,0,0,0,3,3
72,Submit comments to assigned task,undefined,15,undefined,8,undefined,0,NaN,0,2,2,0,0,0,0,undefined,0,2,2,1,2,3,4,0,0,0,0,3,4
73,View Status of Submitted Comment,undefined,15,undefined,7,undefined,0,NaN,0,0,1,0,0,1,0,undefined,0,1,1,2,2,3,3,0,0,0,0,3,3
74,Send notification,undefined,15,undefined,4,undefined,0,NaN,0,4,4,0,0,0,0,undefined,0,4,4,0,0,4,4,0,0,0,0,4,4
75,Login,undefined,15,undefined,7,undefined,0,NaN,0,0,1,0,0,1,0,undefined,0,1,1,2,2,3,3,0,0,0,0,3,3
76,Logout,undefined,15,undefined,6,undefined,0,NaN,0,0,0,0,0,0,0,undefined,0,0,0,2,2,2,2,0,0,0,0,2,2
77,Submit buyer registration,undefined,15,undefined,5,undefined,0,NaN,0,2,2,0,0,0,0,undefined,0,2,2,2,1,4,3,0,0,0,0,4,3
78,Submit vendor registration,undefined,15,undefined,5,undefined,0,NaN,0,1,2,0,0,0,0,undefined,0,0,2,2,1,2,3,0,0,0,0,2,3
79,Add item to cart,undefined,15,undefined,1,undefined,0,NaN,0,1,1,0,0,0,0,undefined,0,1,1,0,0,1,1,0,0,0,0,1,1
80,Check out,undefined,15,undefined,7,undefined,0,NaN,0,2,2,0,0,0,0,undefined,0,2,2,3,2,7,5,1,1,1,3,7,5
81,Edit cart,undefined,15,undefined,1,undefined,0,NaN,0,1,1,0,0,0,0,undefined,0,1,1,1,0,2,1,0,0,0,0,2,1
82,Delete item in cart,undefined,15,undefined,1,undefined,0,NaN,0,1,1,0,0,0,0,undefined,0,1,1,1,0,2,1,0,0,0,0,2,1
83,Edit product,undefined,15,undefined,10,undefined,0,NaN,0,1,1,0,0,0,0,undefined,0,1,1,3,3,4,4,0,0,0,0,4,4
84,Create product,undefined,15,undefined,13,undefined,0,NaN,0,1,1,0,0,0,0,undefined,0,1,1,4,4,5,5,0,0,0,0,5,5
85,Delete product,undefined,15,undefined,10,undefined,0,NaN,0,1,1,0,0,0,0,undefined,0,1,1,3,3,4,4,0,0,0,0,4,4
86,Create blog,undefined,15,undefined,4,undefined,0,NaN,0,1,1,0,0,0,0,undefined,0,1,1,1,1,2,2,0,0,0,0,2,2
87,Write comment,undefined,15,undefined,7,undefined,0,NaN,0,1,1,0,0,0,0,undefined,0,1,1,2,2,3,3,0,0,0,0,3,3
88,Search product,undefined,15,undefined,7,undefined,0,NaN,0,1,1,0,0,0,0,undefined,0,1,1,2,2,3,3,0,0,0,0,3,3
89,Vendor email customer,undefined,15,undefined,2,undefined,0,NaN,0,0,1,0,0,1,0,undefined,0,1,1,0,0,2,2,1,1,0,0,2,2
90,Admin email vendor,undefined,15,undefined,2,undefined,0,NaN,0,0,1,0,0,1,0,undefined,0,1,1,0,0,2,2,1,1,0,0,2,2
91,Create and email newsletter,undefined,15,undefined,11,undefined,0,NaN,0,2,2,0,0,0,0,undefined,0,2,2,3,3,5,5,0,0,0,0,5,5
92,Signup for newsletter,undefined,15,undefined,2,undefined,0,NaN,0,1,1,0,0,0,0,undefined,0,1,1,0,0,2,2,1,1,0,0,2,2
93,Check order,undefined,15,undefined,4,undefined,0,NaN,0,0,1,0,0,1,0,undefined,0,1,1,1,1,2,2,0,0,0,0,2,2
94,Approve new vendors,undefined,15,undefined,5,undefined,0,NaN,0,1,1,0,0,0,0,undefined,0,1,1,1,1,3,3,1,1,0,0,3,3
95,Manage account setting,undefined,15,undefined,8,undefined,0,NaN,0,2,2,0,0,0,0,undefined,0,2,2,2,2,4,4,0,0,0,0,4,4
96,Display vendors,undefined,15,undefined,4,undefined,0,NaN,0,1,1,0,0,0,0,undefined,0,1,1,1,1,2,2,0,0,0,0,2,2
97,Manage vendor,undefined,15,undefined,13,undefined,0,NaN,0,2,4,0,0,2,0,undefined,0,4,4,3,3,7,7,0,0,0,0,7,7
98,Approve pending product,undefined,15,undefined,12,undefined,0,NaN,0,1,3,0,0,2,0,undefined,0,3,3,3,3,6,6,0,0,0,0,6,6
99,Authorize tour creator,undefined,15,undefined,4,undefined,0,NaN,0,1,1,0,0,1,0,undefined,0,2,1,2,1,4,2,0,0,0,0,4,2
100,Delete irrelevant tours,undefined,15,undefined,1,undefined,0,NaN,0,1,1,0,0,1,0,undefined,0,2,1,0,0,3,1,0,0,0,0,3,1
101,Creator log in and register,undefined,15,undefined,14,undefined,0,NaN,0,1,2,0,0,1,0,undefined,0,2,2,4,4,6,6,0,0,0,0,6,6
102,Upload tours,undefined,15,undefined,4,undefined,0,NaN,0,1,1,0,0,0,0,undefined,0,1,1,1,1,2,2,0,0,0,0,2,2
103,Search for a tour,undefined,15,undefined,8,undefined,0,NaN,0,0,2,2,0,1,0,undefined,0,2,2,2,2,4,4,0,0,0,0,4,4
104,View a particular stop,undefined,15,undefined,10,undefined,0,NaN,0,0,1,0,0,2,0,undefined,0,2,1,3,3,5,4,0,0,0,0,5,4
105,Update tour,undefined,15,undefined,4,undefined,0,NaN,0,0,1,0,0,1,0,undefined,0,1,1,1,1,2,2,0,0,0,0,2,2
106,Creator modify tour details,undefined,15,undefined,7,undefined,0,NaN,0,1,1,0,0,0,0,undefined,0,1,1,2,2,3,3,0,0,0,0,3,3
107,Check in as valet,undefined,15,undefined,18,undefined,0,NaN,0,1,3,0,0,2,0,undefined,0,3,3,5,5,8,8,0,0,0,0,8,8
108,Retrieve and Return Vehicle,undefined,15,undefined,27,undefined,0,NaN,0,2,5,0,0,3,0,undefined,0,5,5,7,7,13,13,1,1,0,0,13,13
109,Check in as customer,undefined,15,undefined,17,undefined,0,NaN,0,0,2,1,0,1,0,undefined,0,2,2,5,5,7,7,0,0,0,0,7,7
110,Request and Pay,undefined,15,undefined,13,undefined,0,NaN,0,1,2,0,0,1,0,undefined,0,2,2,4,4,8,7,1,1,1,2,8,7
111,Remove Employee,undefined,15,undefined,10,undefined,0,NaN,0,1,1,0,0,0,0,undefined,0,1,1,3,3,5,4,0,0,0,0,5,4
112,Add Employee,undefined,15,undefined,10,undefined,0,NaN,0,1,1,0,0,0,0,undefined,0,1,1,3,3,4,4,0,0,0,0,4,4
113,Remove Location,undefined,15,undefined,10,undefined,0,NaN,0,1,1,0,0,0,0,undefined,0,1,1,3,3,4,4,0,0,0,0,4,4
114,Add location,undefined,15,undefined,16,undefined,0,NaN,0,0,0,0,0,0,0,undefined,0,0,0,5,5,6,6,1,1,0,0,6,6
115,Register as Valet,undefined,15,undefined,23,undefined,0,NaN,0,1,2,0,0,1,0,undefined,0,2,2,7,7,9,9,0,0,0,0,9,9
116,Register as Customer,undefined,15,undefined,23,undefined,0,NaN,0,1,2,0,0,1,0,undefined,0,2,2,7,7,9,9,0,0,0,0,9,9
117,Register as Valet Company,undefined,15,undefined,20,undefined,0,NaN,0,1,2,0,0,1,0,undefined,0,2,2,7,6,9,8,0,0,0,0,9,8
118,start a thread,undefined,15,undefined,13,undefined,0,NaN,0,1,1,0,0,0,0,undefined,0,1,1,4,4,5,5,0,0,0,0,5,5
119,Search the forum,undefined,15,undefined,10,undefined,0,NaN,0,0,1,0,0,1,0,undefined,0,1,1,3,3,4,4,0,0,0,0,4,4
120,Like a thread or a post,undefined,15,undefined,46,undefined,0,NaN,0,4,10,0,0,0,0,undefined,0,4,10,6,12,10,22,0,0,0,0,10,22
